ImageIndex,GlobalAngle,PixelY
19.824,297.36,1911
19.828,297.42,1910
19.832,297.48,1908
19.836,297.54,1906
19.840,297.60,1905
19.844,297.66,1903
19.848,297.71,1902
19.852,297.77,1900
19.855,297.83,1898
19.859,297.89,1897
19.863,297.95,1895
19.867,298.01,1893
19.871,298.07,1892
19.875,298.13,1890
19.879,298.18,1888
19.883,298.24,1886
19.887,298.30,1884
19.891,298.36,1883
19.895,298.42,1881
19.898,298.48,1879
19.902,298.54,1877
19.906,298.59,1875
19.910,298.65,1873
19.914,298.71,1871
19.918,298.77,1869
19.922,298.83,1867
19.926,298.89,1865
19.930,298.95,1863
19.934,299.00,1861
19.938,299.06,1859
19.941,299.12,1857
19.945,299.18,1855
19.949,299.24,1852
19.953,299.30,1850
19.957,299.36,1848
19.961,299.41,1846
19.965,299.47,1844
19.969,299.53,1841
19.973,299.59,1839
19.977,299.65,1837
19.980,299.71,1835
19.984,299.77,1832
19.988,299.82,1830
19.992,299.88,1827
19.996,299.94,1825
20.000,300.00,1795
20.004,300.06,1797
20.008,300.12,1800
20.012,300.18,1803
20.016,300.23,1805
20.020,300.29,1808
20.023,300.35,1811
20.027,300.41,1813
20.031,300.47,1816
20.035,300.53,1819
20.039,300.59,1821
20.043,300.64,1824
20.047,300.70,1826
20.051,300.76,1829
20.055,300.82,1831
20.059,300.88,1834
20.063,300.94,1836
20.066,301.00,1838
20.070,301.05,1841
20.074,301.11,1843
20.078,301.17,1846
20.082,301.23,1848
20.086,301.29,1850
20.090,301.35,1852
20.094,301.41,1855
20.098,301.46,1857
20.102,301.52,1859
20.105,301.58,1861
20.109,301.64,1863
20.113,301.70,1866
20.117,301.76,1868
20.121,301.82,1870
20.125,301.88,1872
20.129,301.93,1874
20.133,301.99,1876
20.137,302.05,1878
20.141,302.11,1880
20.145,302.17,1882
20.148,302.23,1884
20.152,302.29,1886
20.156,302.34,1888
20.160,302.40,1890
20.164,302.46,1892
20.168,302.52,1894
20.172,302.58,1896
20.176,302.64,1897
20.180,302.70,1899
20.184,302.75,1901
20.188,302.81,1903
20.191,302.87,1904
20.195,302.93,1906
20.199,302.99,1908
20.203,303.05,1910
20.207,303.11,1911
20.211,303.16,1913
20.215,303.22,1915
20.219,303.28,1916
20.223,303.34,1918
20.227,303.40,1919
20.230,303.46,1921
20.234,303.52,1922
20.238,303.57,1924
20.242,303.63,1925
20.246,303.69,1927
20.250,303.75,1928
20.254,303.81,1930
20.258,303.87,1931
20.262,303.93,1932
20.266,303.98,1934
20.270,304.04,1935
20.273,304.10,1936
20.277,304.16,1938
20.281,304.22,1939
20.285,304.28,1940
20.289,304.34,1941
20.293,304.39,1943
20.297,304.45,1944
20.301,304.51,1945
20.305,304.57,1946
20.309,304.63,1947
20.313,304.69,1948
20.316,304.75,1950
20.320,304.80,1951
20.324,304.86,1952
20.328,304.92,1953
20.332,304.98,1954
20.336,305.04,1955
20.340,305.10,1956
20.344,305.16,1957
20.348,305.21,1957
20.352,305.27,1958
20.355,305.33,1959
20.359,305.39,1960
20.363,305.45,1961
20.367,305.51,1962
20.371,305.57,1963
20.375,305.63,1963
20.379,305.68,1964
20.383,305.74,1974
20.387,305.80,1966
20.391,305.86,1972
20.395,305.92,1975
20.398,305.98,1968
20.402,306.04,1968
20.406,306.09,1969
20.410,306.15,1970
20.414,306.21,1972
20.418,306.27,1971
20.422,306.33,1971
20.426,306.39,1972
20.430,306.45,1972
20.434,306.50,1973
20.438,306.56,1973
20.441,306.62,1974
20.445,306.68,1974
20.449,306.74,1974
20.453,306.80,1975
20.457,306.86,1975
20.461,306.91,1976
20.465,306.97,1976
20.469,307.03,1976
20.473,307.09,1976
20.477,307.15,1977
20.480,307.21,1977
20.484,307.27,1977
20.488,307.32,1977
20.492,307.38,1977
20.496,307.44,1978
20.500,307.50,1978
20.504,307.56,1978
20.508,307.62,1978
20.512,307.68,1978
20.516,307.73,1978
20.520,307.79,1978
20.523,307.85,1978
20.527,307.91,1978
20.531,307.97,1978
20.535,308.03,1978
20.539,308.09,1978
20.543,308.14,1978
20.547,308.20,1978
20.551,308.26,1978
20.555,308.32,1977
20.559,308.38,1977
20.563,308.44,1977
20.566,308.50,1977
20.570,308.55,1977
20.574,308.61,1976
20.578,308.67,1976
20.582,308.73,1976
20.586,308.79,1975
20.590,308.85,1975
20.594,308.91,1976
20.598,308.96,1974
20.602,309.02,1974
20.605,309.08,1974
20.609,309.14,1973
20.613,309.20,1973
20.617,309.26,1972
20.621,309.32,1972
20.625,309.38,1971
20.629,309.43,1971
20.633,309.49,1970
20.637,309.55,1970
20.641,309.61,1969
20.645,309.67,1968
20.648,309.73,1968
20.652,309.79,1967
20.656,309.84,1966
20.660,309.90,1966
20.664,309.96,1965
20.668,310.02,1964
20.672,310.08,1963
20.676,310.14,1963
20.680,310.20,1962
20.684,310.25,1961
20.688,310.31,1960
20.691,310.37,1959
20.695,310.43,1958
20.699,310.49,1957
20.703,310.55,1957
20.707,310.61,1956
20.711,310.66,1955
20.715,310.72,1954
20.719,310.78,1953
20.723,310.84,1952
20.727,310.90,1951
20.730,310.96,1950
20.734,311.02,1948
20.738,311.07,1947
20.742,311.13,1946
20.746,311.19,1945
20.750,311.25,1944
20.754,311.31,1943
20.758,311.37,1941
20.762,311.43,1940
20.766,311.48,1939
20.770,311.54,1938
20.773,311.60,1936
20.777,311.66,1935
20.781,311.72,1934
20.785,311.78,1932
20.789,311.84,1931
20.793,311.89,1930
20.797,311.95,1928
20.801,312.01,1927
20.805,312.07,1925
20.809,312.13,1924
20.813,312.19,1922
20.816,312.25,1921
20.820,312.30,1919
20.824,312.36,1918
20.828,312.42,1916
20.832,312.48,1915
20.836,312.54,1913
20.840,312.60,1911
20.844,312.66,1910
20.848,312.71,1908
20.852,312.77,1906
20.855,312.83,1905
20.859,312.89,1903
20.863,312.95,1901
20.867,313.01,1899
20.871,313.07,1897
20.875,313.13,1896
20.879,313.18,1894
20.883,313.24,1892
20.887,313.30,1890
20.891,313.36,1888
20.895,313.42,1886
20.898,313.48,1884
20.902,313.54,1882
20.906,313.59,1880
20.910,313.65,1878
20.914,313.71,1876
20.918,313.77,1874
20.922,313.83,1872
20.926,313.89,1870
20.930,313.95,1868
20.934,314.00,1866
20.938,314.06,1864
20.941,314.12,1861
20.945,314.18,1859
20.949,314.24,1857
20.953,314.30,1855
20.957,314.36,1852
20.961,314.41,1850
20.965,314.47,1848
20.969,314.53,1846
20.973,314.59,1843
20.977,314.65,1841
20.980,314.71,1839
20.984,314.77,1836
20.988,314.82,1834
20.992,314.88,1831
20.996,314.94,1829
21.000,315.00,1833
21.004,315.06,1836
21.008,315.12,1838
21.012,315.18,1841
21.016,315.23,1844
21.020,315.29,1846
21.023,315.35,1849
21.027,315.41,1851
21.031,315.47,1854
21.035,315.53,1856
21.039,315.59,1859
21.043,315.64,1862
21.047,315.70,1864
21.051,315.76,1866
21.055,315.82,1869
21.059,315.88,1871
21.063,315.94,1873
21.066,316.00,1876
21.070,316.05,1878
21.074,316.11,1880
21.078,316.17,1883
21.082,316.23,1885
21.086,316.29,1887
21.090,316.35,1889
21.094,316.41,1891
21.098,316.46,1894
21.102,316.52,1896
21.105,316.58,1898
21.109,316.64,1900
21.113,316.70,1902
21.117,316.76,1904
21.121,316.82,1906
21.125,316.88,1908
21.129,316.93,1910
21.133,316.99,1912
21.137,317.05,1914
21.141,317.11,1916
21.145,317.17,1918
21.148,317.23,1920
21.152,317.29,1922
21.156,317.34,1924
21.160,317.40,1926
21.164,317.46,1927
21.168,317.52,1929
21.172,317.58,1931
21.176,317.64,1933
21.180,317.70,1935
21.184,317.75,1936
21.188,317.81,1938
21.191,317.87,1941
21.195,317.93,1941
21.199,317.99,1943
21.203,318.05,1945
21.207,318.11,1946
21.211,318.16,1948
21.215,318.22,1949
21.219,318.28,1951
21.223,318.34,1952
21.227,318.40,1954
21.230,318.46,1956
21.234,318.52,1957
21.238,318.57,1958
21.242,318.63,1960
21.246,318.69,1961
21.250,318.75,1963
21.254,318.81,1964
21.258,318.87,1965
21.262,318.93,1968
21.266,318.98,1968
21.270,319.04,1970
21.273,319.10,1970
21.277,319.16,1972
21.281,319.22,1974
21.285,319.28,1974
21.289,319.34,1975
21.293,319.39,1976
21.297,319.45,1977
21.301,319.51,1978
21.305,319.57,1980
21.309,319.63,1980
21.313,319.69,1982
21.316,319.75,1983
21.320,319.80,1984
21.324,319.86,1985
21.328,319.92,1986
21.332,319.98,1987
21.336,320.04,1988
21.340,320.10,1988
21.344,320.16,1989
21.348,320.21,1990
21.352,320.27,1991
21.355,320.33,1992
21.359,320.39,1992
21.363,320.45,1993
21.367,320.51,1994
21.371,320.57,1995
21.375,320.63,1996
21.379,320.68,1996
21.383,320.74,1997
21.387,320.80,1998
21.391,320.86,1998
21.395,320.92,1999
21.398,320.98,1999
21.402,321.04,2000
21.406,321.09,2000
21.410,321.15,2001
21.414,321.21,2002
21.418,321.27,2002
21.422,321.33,2003
21.426,321.39,2003
21.430,321.45,2003
21.434,321.50,2004
21.438,321.56,2004
21.441,321.62,2005
21.445,321.68,2005
21.449,321.74,2005
21.453,321.80,2006
21.457,321.86,2006
21.461,321.91,2006
21.465,321.97,2006
21.469,322.03,2007
21.473,322.09,2007
21.477,322.15,2007
21.480,322.21,2007
21.484,322.27,2007
21.488,322.32,2007
21.492,322.38,2008
21.496,322.44,2008
21.500,322.50,2008
21.504,322.56,2008
21.508,322.62,2008
21.512,322.68,2008
21.516,322.73,2008
21.520,322.79,2008
21.523,322.85,2008
21.527,322.91,2008
21.531,322.97,2008
21.535,323.03,2007
21.539,323.09,2007
21.543,323.14,2007
21.547,323.20,2007
21.551,323.26,2007
21.555,323.32,2007
21.559,323.38,2006
21.563,323.44,2006
21.566,323.50,2006
21.570,323.55,2005
21.574,323.61,2005
21.578,323.67,2005
21.582,323.73,2004
21.586,323.79,2004
21.590,323.85,2004
21.594,323.91,2003
21.598,323.96,2003
21.602,324.02,2002
21.605,324.08,2002
21.609,324.14,2001
21.613,324.20,2001
21.617,324.26,2000
21.621,324.32,2000
21.625,324.38,1999
21.629,324.43,1999
21.633,324.49,1998
21.637,324.55,1997
21.641,324.61,1997
21.645,324.67,1996
21.648,324.73,1995
21.652,324.79,1994
21.656,324.84,1994
21.660,324.90,1993
21.664,324.96,1993
21.668,325.02,1991
21.672,325.08,1991
21.676,325.14,1990
21.680,325.20,1989
21.684,325.25,1988
21.688,325.31,1987
21.691,325.37,1986
21.695,325.43,1985
21.699,325.49,1984
21.703,325.55,1983
21.707,325.61,1982
21.711,325.66,1981
21.715,325.72,1980
21.719,325.78,1979
21.723,325.84,1978
21.727,325.90,1977
21.730,325.96,1976
21.734,326.02,1975
21.738,326.07,1973
21.742,326.13,1972
21.746,326.19,1971
21.750,326.25,1970
21.754,326.31,1968
21.758,326.37,1967
21.762,326.43,1966
21.766,326.48,1965
21.770,326.54,1963
21.773,326.60,1962
21.777,326.66,1960
21.781,326.72,1959
21.785,326.78,1958
21.789,326.84,1956
21.793,326.89,1955
21.797,326.95,1953
21.801,327.01,1952
21.805,327.07,1950
21.809,327.13,1949
21.813,327.19,1947
21.816,327.25,1946
21.820,327.30,1944
21.824,327.36,1942
21.828,327.42,1941
21.832,327.48,1939
21.836,327.54,1937
21.840,327.60,1936
21.844,327.66,1934
21.848,327.71,1932
21.852,327.77,1930
21.855,327.83,1929
21.859,327.89,1927
21.863,327.95,1925
21.867,328.01,1923
21.871,328.07,1921
21.875,328.13,1919
21.879,328.18,1918
21.883,328.24,1916
21.887,328.30,1914
21.891,328.36,1912
21.895,328.42,1910
21.898,328.48,1908
21.902,328.54,1905
21.906,328.59,1903
21.910,328.65,1901
21.914,328.71,1899
21.918,328.77,1897
21.922,328.83,1895
21.926,328.89,1893
21.930,328.95,1891
21.934,329.00,1888
21.938,329.06,1886
21.941,329.12,1884
21.945,329.18,1882
21.949,329.24,1879
21.953,329.30,1877
21.957,329.36,1875
21.961,329.41,1872
21.965,329.47,1870
21.969,329.53,1868
21.973,329.59,1865
21.977,329.65,1863
21.980,329.71,1860
21.984,329.77,1858
21.988,329.82,1855
21.992,329.88,1853
21.996,329.94,1850
22.000,330.00,1885
22.004,330.06,1888
22.008,330.12,1891
22.012,330.18,1893
22.016,330.23,1896
22.020,330.29,1898
22.023,330.35,1901
22.027,330.41,1903
22.031,330.47,1906
22.035,330.53,1908
22.039,330.59,1911
22.043,330.64,1913
22.047,330.70,1915
22.051,330.76,1918
22.055,330.82,1920
22.059,330.88,1922
22.063,330.94,1925
22.066,331.00,1927
22.070,331.05,1929
22.074,331.11,1932
22.078,331.17,1934
22.082,331.23,1936
22.086,331.29,1938
22.090,331.35,1940
22.094,331.41,1942
22.098,331.46,1945
22.102,331.52,1947
22.105,331.58,1949
22.109,331.64,1951
22.113,331.70,1953
22.117,331.76,1955
22.121,331.82,1957
22.125,331.88,1959
22.129,331.93,1961
22.133,331.99,1963
22.137,332.05,1965
22.141,332.11,1966
22.145,332.17,1968
22.148,332.23,1970
22.152,332.29,1972
22.156,332.34,1974
22.160,332.40,1976
22.164,332.46,1977
22.168,332.52,1979
22.172,332.58,1981
22.176,332.64,1983
22.180,332.70,1984
22.184,332.75,1986
22.188,332.81,1988
22.191,332.87,1989
22.195,332.93,1991
22.199,332.99,1992
22.203,333.05,1994
22.207,333.11,1995
22.211,333.16,1997
22.215,333.22,1999
22.219,333.28,2000
22.223,333.34,2001
22.227,333.40,2003
22.230,333.46,2004
22.234,333.52,2006
22.238,333.57,2007
22.242,333.63,2008
22.246,333.69,2010
22.250,333.75,2011
22.254,333.81,2012
22.258,333.87,2014
22.262,333.93,2015
22.266,333.98,2016
22.270,334.04,2017
22.273,334.10,2018
22.277,334.16,2020
22.281,334.22,2021
22.285,334.28,2022
22.289,334.34,2023
22.293,334.39,2024
22.297,334.45,2025
22.301,334.51,2026
22.305,334.57,2027
22.309,334.63,2028
22.313,334.69,2029
22.316,334.75,2031
22.320,334.80,2031
22.324,334.86,2032
22.328,334.92,2033
22.332,334.98,2034
22.336,335.04,2035
22.340,335.10,2036
22.344,335.16,2036
22.348,335.21,2037
22.352,335.27,2038
22.355,335.33,2039
22.359,335.39,2040
22.363,335.45,2040
22.367,335.51,2041
22.371,335.57,2042
22.375,335.63,2042
22.379,335.68,2043
22.383,335.74,2044
22.387,335.80,2044
22.391,335.86,2045
22.395,335.92,2045
22.398,335.98,2046
22.402,336.04,2046
22.406,336.09,2047
22.410,336.15,2047
22.414,336.21,2048
22.418,336.27,2048
22.422,336.33,2049
22.426,336.39,2049
22.430,336.45,2050
22.434,336.50,2050
22.438,336.56,2050
22.441,336.62,2051
22.445,336.68,2051
22.449,336.74,2051
22.453,336.80,2051
22.457,336.86,2052
22.461,336.91,2052
22.465,336.97,2052
22.469,337.03,2052
22.473,337.09,2052
22.477,337.15,2052
22.480,337.21,2053
22.484,337.27,2053
22.488,337.32,2053
22.492,337.38,2053
22.496,337.44,2053
22.500,337.50,2053
22.504,337.56,2053
22.508,337.62,2053
22.512,337.68,2053
22.516,337.73,2053
22.520,337.79,2053
22.523,337.85,2052
22.527,337.91,2052
22.531,337.97,2052
22.535,338.03,2052
22.539,338.09,2052
22.543,338.14,2052
22.547,338.20,2051
22.551,338.26,2051
22.555,338.32,2051
22.559,338.38,2051
22.563,338.44,2050
22.566,338.50,2050
22.570,338.55,2050
22.574,338.61,2049
22.578,338.67,2049
22.582,338.73,2048
22.586,338.79,2048
22.590,338.85,2047
22.594,338.91,2047
22.598,338.96,2046
22.602,339.02,2046
22.605,339.08,2045
22.609,339.14,2045
22.613,339.20,2044
22.617,339.26,2044
22.621,339.32,2043
22.625,339.38,2042
22.629,339.43,2042
22.633,339.49,2041
22.637,339.55,2040
22.641,339.61,2040
22.645,339.67,2039
22.648,339.73,2038
22.652,339.79,2037
22.656,339.84,2037
22.660,339.90,2036
22.664,339.96,2035
22.668,340.02,2034
22.672,340.08,2033
22.676,340.14,2032
22.680,340.20,2031
22.684,340.25,2030
22.688,340.31,2029
22.691,340.37,2028
22.695,340.43,2027
22.699,340.49,2026
22.703,340.55,2025
22.707,340.61,2024
22.711,340.66,2023
22.715,340.72,2022
22.719,340.78,2021
22.723,340.84,2020
22.727,340.90,2019
22.730,340.96,2018
22.734,341.02,2016
22.738,341.07,2015
22.742,341.13,2014
22.746,341.19,2013
22.750,341.25,2011
22.754,341.31,2010
22.758,341.37,2009
22.762,341.43,2007
22.766,341.48,2006
22.770,341.54,2004
22.773,341.60,2003
22.777,341.66,2002
22.781,341.72,2000
22.785,341.78,1999
22.789,341.84,1997
22.793,341.89,1996
22.797,341.95,1994
22.801,342.01,1993
22.805,342.07,1991
22.809,342.13,1989
22.813,342.19,1988
22.816,342.25,1986
22.820,342.30,1985
22.824,342.36,1983
22.828,342.42,1982
22.832,342.48,1979
22.836,342.54,1978
22.840,342.60,1976
22.844,342.66,1974
22.848,342.71,1972
22.852,342.77,1971
22.855,342.83,1969
22.859,342.89,1967
22.863,342.95,1965
22.867,343.01,1963
22.871,343.07,1961
22.875,343.13,1959
22.879,343.18,1957
22.883,343.24,1955
22.887,343.30,1953
22.891,343.36,1951
22.895,343.42,1949
22.898,343.48,1947
22.902,343.54,1945
22.906,343.59,1943
22.910,343.65,1941
22.914,343.71,1938
22.918,343.77,1936
22.922,343.83,1934
22.926,343.89,1932
22.930,343.95,1930
22.934,344.00,1927
22.938,344.06,1925
22.941,344.12,1923
22.945,344.18,1920
22.949,344.24,1918
22.953,344.30,1916
22.957,344.36,1913
22.961,344.41,1911
22.965,344.47,1909
22.969,344.53,1906
22.973,344.59,1904
22.977,344.65,1903
22.980,344.71,1899
22.984,344.77,1896
22.988,344.82,1894
22.992,344.88,1891
22.996,344.94,1888
23.000,345.00,1949
23.004,345.06,1951
23.008,345.12,1954
23.012,345.18,1957
23.016,345.23,1959
23.020,345.29,1962
23.023,345.35,1964
23.027,345.41,1966
23.031,345.47,1969
23.035,345.53,1971
23.039,345.59,1974
23.043,345.64,1976
23.047,345.70,1978
23.051,345.76,1981
23.055,345.82,1983
23.059,345.88,1985
23.063,345.94,1988
23.066,346.00,1990
23.070,346.05,1992
23.074,346.11,1994
23.078,346.17,1996
23.082,346.23,1999
23.086,346.29,2001
23.090,346.35,2003
23.094,346.41,2005
23.098,346.46,2007
23.102,346.52,2009
23.105,346.58,2011
23.109,346.64,2013
23.113,346.70,2015
23.117,346.76,2017
23.121,346.82,2019
23.125,346.88,2021
23.129,346.93,2023
23.133,346.99,2025
23.137,347.05,2027
23.141,347.11,2028
23.145,347.17,2030
23.148,347.23,2032
23.152,347.29,2034
23.156,347.34,2036
23.160,347.40,2037
23.164,347.46,2039
23.168,347.52,2041
23.172,347.58,2042
23.176,347.64,2044
23.180,347.70,2046
23.184,347.75,2047
23.188,347.81,2049
23.191,347.87,2051
23.195,347.93,2052
23.199,347.99,2054
23.203,348.05,2055
23.207,348.11,2057
23.211,348.16,2058
23.215,348.22,2060
23.219,348.28,2061
23.223,348.34,2063
23.227,348.40,2064
23.230,348.46,2065
23.234,348.52,2067
23.238,348.57,2068
23.242,348.63,2069
23.246,348.69,2071
23.250,348.75,2072
23.254,348.81,2073
23.258,348.87,2074
23.262,348.93,2075
23.266,348.98,2077
23.270,349.04,2078
23.273,349.10,2079
23.277,349.16,2080
23.281,349.22,2081
23.285,349.28,2082
23.289,349.34,2083
23.293,349.39,2084
23.297,349.45,2086
23.301,349.51,2087
23.305,349.57,2088
23.309,349.63,2089
23.313,349.69,2090
23.316,349.75,2090
23.320,349.80,2091
23.324,349.86,2092
23.328,349.92,2093
23.332,349.98,2094
23.336,350.04,2095
23.340,350.10,2096
23.344,350.16,2096
23.348,350.21,2097
23.352,350.27,2098
23.355,350.33,2098
23.359,350.39,2099
23.363,350.45,2100
23.367,350.51,2101
23.371,350.57,2101
23.375,350.63,2102
23.379,350.68,2102
23.383,350.74,2103
23.387,350.80,2104
23.391,350.86,2104
23.395,350.92,2105
23.398,350.98,2105
23.402,351.04,2106
23.406,351.09,2106
23.410,351.15,2107
23.414,351.21,2107
23.418,351.27,2107
23.422,351.33,2108
23.426,351.39,2108
23.430,351.45,2108
23.434,351.50,2109
23.438,351.56,2109
23.441,351.62,2109
23.445,351.68,2109
23.449,351.74,2110
23.453,351.80,2110
23.457,351.86,2110
23.461,351.91,2110
23.465,351.97,2111
23.469,352.03,2111
23.473,352.09,2111
23.477,352.15,2111
23.480,352.21,2111
23.484,352.27,2111
23.488,352.32,2111
23.492,352.38,2111
23.496,352.44,2111
23.500,352.50,2111
23.504,352.56,2111
23.508,352.62,2111
23.512,352.68,2111
23.516,352.73,2111
23.520,352.79,2111
23.523,352.85,2110
23.527,352.91,2110
23.531,352.97,2110
23.535,353.03,2110
23.539,353.09,2110
23.543,353.14,2109
23.547,353.20,2109
23.551,353.26,2109
23.555,353.32,2108
23.559,353.38,2108
23.563,353.44,2108
23.566,353.50,2107
23.570,353.55,2107
23.574,353.61,2106
23.578,353.67,2106
23.582,353.73,2106
23.586,353.79,2105
23.590,353.85,2105
23.594,353.91,2104
23.598,353.96,2104
23.602,354.02,2103
23.605,354.08,2103
23.609,354.14,2102
23.613,354.20,2101
23.617,354.26,2101
23.621,354.32,2100
23.625,354.38,2099
23.629,354.43,2099
23.633,354.49,2098
23.637,354.55,2097
23.641,354.61,2096
23.645,354.67,2096
23.648,354.73,2095
23.652,354.79,2094
23.656,354.84,2093
23.660,354.90,2092
23.664,354.96,2091
23.668,355.02,2090
23.672,355.08,2090
23.676,355.14,2089
23.680,355.20,2088
23.684,355.25,2087
23.688,355.31,2086
23.691,355.37,2085
23.695,355.43,2084
23.699,355.49,2082
23.703,355.55,2081
23.707,355.61,2080
23.711,355.66,2079
23.715,355.72,2078
23.719,355.78,2077
23.723,355.84,2076
23.727,355.90,2074
23.730,355.96,2073
23.734,356.02,2072
23.738,356.07,2071
23.742,356.13,2069
23.746,356.19,2068
23.750,356.25,2067
23.754,356.31,2065
23.758,356.37,2064
23.762,356.43,2063
23.766,356.48,2061
23.770,356.54,2060
23.773,356.60,2058
23.777,356.66,2057
23.781,356.72,2055
23.785,356.78,2054
23.789,356.84,2052
23.793,356.89,2051
23.797,356.95,2049
23.801,357.01,2048
23.805,357.07,2046
23.809,357.13,2044
23.813,357.19,2043
23.816,357.25,2041
23.820,357.30,2039
23.824,357.36,2038
23.828,357.42,2036
23.832,357.48,2034
23.836,357.54,2032
23.840,357.60,2030
23.844,357.66,2029
23.848,357.71,2027
23.852,357.77,2025
23.855,357.83,2023
23.859,357.89,2021
23.863,357.95,2019
23.867,358.01,2017
23.871,358.07,2015
23.875,358.13,2013
23.879,358.18,2011
23.883,358.24,2009
23.887,358.30,2007
23.891,358.36,2005
23.895,358.42,2003
23.898,358.48,2001
23.902,358.54,1999
23.906,358.59,1997
23.910,358.65,1994
23.914,358.71,1992
23.918,358.77,1990
23.922,358.83,1988
23.926,358.89,1986
23.930,358.95,1983
23.934,359.00,1981
23.938,359.06,1979
23.941,359.12,1976
23.945,359.18,1974
23.949,359.24,1971
23.953,359.30,1969
23.957,359.36,1967
23.961,359.41,1964
23.965,359.47,1962
23.969,359.53,1959
23.973,359.59,1957
23.977,359.65,1954
23.980,359.71,1952
23.984,359.77,1949
23.988,359.82,1947
23.992,359.88,1944
23.996,359.94,1941
